price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated
-0.42381745464351694,-0.4410743207466138,-0.8431119846650529,-0.82988083187745,-0.19341298993659703,-0.022414040317737995,-0.08499517121609812,-0.3091607342447966,-0.6670396844232466,-0.5651623380131744,-0.6723906268823141,-0.5309560354506113,1.2215376581268962
3.2492448642314824,1.7595133966443013,0.4327544943082978,1.568357762760614,-0.16170007697879926,0.9064560989759136,-0.08499517121609812,4.8295542703660965,2.286167773081022,1.789364505612821,-0.06912076816756875,-1.674510904757745,-0.8256036956946787
-0.37238394076260195,-0.4410743207466138,-0.20517874517837756,-0.2173437016452172,-0.08096869838588172,-0.9512841796113896,-0.08499517121609812,-0.3091607342447966,0.8095640443288878,0.11915827171063705,-0.6723906268823141,-0.16098240126300925,-0.8256036956946787
-0.23404552411738225,-0.4410743207466138,0.11378787456496012,-0.14466980483800315,-0.19012465625556,-0.9512841796113896,-0.08499517121609812,-0.3091607342447966,0.8095640443288878,-0.9595165876845233,1.482144582813205,-0.2618843014959916,-0.8256036956946787
-0.003481496375349421,0.6592195379488438,0.4327544943082978,-0.20696171638704378,-0.1212925868304629,-0.9512841796113896,-0.08499517121609812,-0.3091607342447966,0.8095640443288878,-0.7971354260551443,1.0512375408741013,0.17535726618026531,1.2082644224163324
-0.10989566302551841,-1.5413681794420715,-1.4810452241517282,-1.307452153753428,-0.23610559332090827,-0.9512841796113896,-0.08499517121609812,-0.3091607342447966,-0.6670396844232466,-1.0987004405097054,-0.6723906268823141,-1.102733470104178,1.210306458679496
-0.3847989268717883,-1.5413681794420715,-0.20517874517837756,-0.8194988466192765,-0.34255842943583575,-0.9512841796113896,-0.08499517121609812,-0.3091607342447966,-0.6670396844232466,-0.5535636836110759,-0.6723906268823141,0.17535726618026531,-0.8256036956946787
-0.12408421857887428,0.6592195379488438,0.4327544943082978,0.5924511484923108,0.5856434201233279,0.9064560989759136,-0.08499517121609812,-0.3091607342447966,-0.6670396844232466,1.0238533150743199,-0.6723906268823141,0.6125988338565223,-0.8256036956946787
-0.17640451718187403,-0.4410743207466138,0.4327544943082978,0.30175556126345465,2.0502895354448882,-0.9512841796113896,-0.08499517121609812,-0.3091607342447966,0.8095640443288878,-0.2983932867649089,1.1805096534558321,0.47806296687921246,-0.8256036956946787
0.15613975359990406,0.6592195379488438,-0.20517874517837756,-0.6430050972303282,-0.24112169554621898,-0.022414040317737995,-0.08499517121609812,-0.3091607342447966,-0.6670396844232466,-0.3563865587754014,-0.6723906268823141,-0.8672957028938859,1.2266427487848053
-0.15778203801809446,-0.4410743207466138,-0.5241453649217153,-0.44574737732503283,-0.20991039281095228,-0.9512841796113896,-0.08499517121609812,-0.3091607342447966,-0.6670396844232466,-0.13601212513552993,-0.6723906268823141,-0.7663938026609035,1.210306458679496
1.5040525311687114,0.6592195379488438,0.4327544943082978,0.810472838913953,-0.30242961163335,-0.022414040317737995,-0.08499517121609812,-0.3091607342447966,2.286167773081022,0.09596096290644004,1.50368993491016,-2.0781185056896745,1.204180349890005
0.06480092722517568,-0.4410743207466138,-0.5241453649217153,0.19793570868172028,0.0011003074671186808,-0.9512841796113896,-0.08499517121609812,-0.3091607342447966,-0.6670396844232466,0.16555288931903103,0.10324204860807278,0.30989313315757516,-0.8256036956946787
